path,raw_central9_mean,post_decode_mean,self_check_diff,raw_whole_volume_mean,central9_vs_whole_pct
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST015/oct.mhd,9527.51648999286,37.07174890442988,-0.00029969476413072016,9936.002694065275,-4.111172436742609
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST016/oct.mhd,9131.296293962814,35.53033731658826,1.5424138837261125e-06,9271.147153873206,-1.508452595879315
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST017/oct.mhd,10636.43451124622,41.38699089241712,8.617939680988229e-05,10121.96009980353,5.082754786325195
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST018/oct.mhd,9261.782931857639,36.03796080449149,-0.00010507822305783066,10062.98801758134,-7.961900424842922
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST019/oct.mhd,11340.290913680976,44.12549440664203,-0.00015117188316793317,11602.699815922148,-2.261619333468176
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST020/oct.mhd,12372.071916915183,48.14029729152666,-6.036183981450449e-05,11853.404560222212,4.3756825649359925
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST021/oct.mhd,11685.212661360327,45.467860505572354,0.00010695942322058727,10812.083482833972,8.075494236726865
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST022/oct.mhd,10973.46646216608,42.69837913376456,6.605140627868877e-05,11311.56616757401,-2.9889734135767596
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST023/oct.mhd,11872.770063721578,46.197515453489025,-3.3432587159154536e-05,11358.753593640708,4.525289380065849
/Users/yuhaowang/Documents/UCL/Term3_Proj/Dataset/RETOUCH/RETOUCH/RETOUCH-TestSet-Spectralis/TEST024/oct.mhd,8512.579451584901,33.122664913054436,-0.00021233046658153398,8961.65440552481,-5.011071992053802
